amount,release_year,rental_rate,length,replacement_cost,NC_17,PG,PG_13,R_rated,extra_fees,trailers,deleted_scenes,behind_scenes,commentaries
1.99,2009,0.99,87,21.99,0,0,1,0,1,0,0,1,1
7.99,2009,4.99,176,19.99,0,1,0,0,1,0,1,1,0
5.99,2004,0.99,133,25.99,0,1,0,0,1,1,1,0,1
0.99,2004,0.99,117,29.99,0,1,0,0,0,1,1,0,0
0.99,2004,0.99,114,10.99,0,0,1,0,0,1,0,1,0
0.99,2008,0.99,114,11.99,0,1,0,0,0,1,0,1,1
4.99,2010,2.99,69,18.99,1,0,0,0,1,1,0,1,1
6.99,2010,2.99,177,27.99,0,1,0,0,1,1,0,0,1
1.99,2004,0.99,129,15.99,0,1,0,0,1,1,0,1,1
3.99,2006,2.99,61,19.99,1,0,0,0,1,0,0,1,1
0.99,2005,0.99,84,10.99,0,0,0,1,0,0,0,1,0
2.99,2004,2.99,121,13.99,0,0,0,0,0,0,0,1,1
4.99,2009,4.99,110,25.99,0,0,1,0,0,1,0,0,0
2.99,2005,2.99,85,24.99,1,0,0,0,0,1,0,0,1
7.99,2008,4.99,100,10.99,1,0,0,0,1,0,0,1,1
8.99,2006,4.99,143,26.99,1,0,0,0,1,0,1,0,0
2.99,2007,2.99,185,23.99,0,0,0,0,0,0,1,0,0
5.99,2006,0.99,175,16.99,0,1,0,0,1,1,1,1,1
1.99,2009,0.99,164,22.99,0,0,0,1,1,0,1,0,0
0.99,2007,0.99,79,20.99,0,0,1,0,0,1,0,0,0
4.99,2004,4.99,128,27.99,0,1,0,0,0,0,0,1,1
9.99,2005,2.99,142,13.99,0,1,0,0,1,1,1,1,0
2.99,2005,2.99,93,12.99,0,1,0,0,0,1,0,0,1
4.99,2006,4.99,66,25.99,0,0,0,0,0,1,1,0,1
9.99,2008,4.99,121,18.99,0,0,1,0,1,0,1,0,1
4.99,2010,4.99,183,13.99,1,0,0,0,0,0,0,1,1
5.99,2006,4.99,102,11.99,0,0,1,0,1,0,1,0,1
5.99,2004,2.99,75,29.99,0,0,0,0,1,1,0,0,0
2.99,2010,2.99,177,27.99,0,1,0,0,0,1,0,0,1
0.99,2008,0.99,53,25.99,0,0,0,0,0,0,1,1,0
0.99,2008,0.99,153,20.99,0,0,0,1,0,1,0,1,0
1.99,2010,0.99,133,27.99,0,0,1,0,1,1,1,1,1
6.99,2007,0.99,178,14.99,0,0,1,0,1,1,0,0,0
2.99,2007,0.99,105,21.99,0,0,0,0,1,0,1,1,0
0.99,2008,0.99,114,20.99,1,0,0,0,0,0,1,0,0
0.99,2007,0.99,73,21.99,0,1,0,0,0,1,1,1,0
2.99,2005,2.99,93,12.99,0,1,0,0,0,1,0,0,1
3.99,2007,2.99,74,15.99,0,0,0,0,1,1,0,0,0
2.99,2009,2.99,116,21.99,0,1,0,0,0,0,1,0,1
2.99,2010,2.99,110,21.99,0,0,0,0,0,0,0,0,1
2.99,2010,0.99,174,10.99,0,0,1,0,1,0,0,1,0
2.99,2007,2.99,144,24.99,0,0,1,0,0,0,1,1,1
0.99,2008,0.99,85,26.99,0,0,0,1,0,1,1,0,0
0.99,2004,0.99,134,20.99,0,0,0,1,0,1,1,1,1
4.99,2006,4.99,135,15.99,1,0,0,0,0,1,1,0,0
2.99,2005,2.99,135,18.99,0,1,0,0,0,1,0,1,1
4.99,2006,4.99,185,9.99,0,0,0,0,0,0,0,0,1
0.99,2007,0.99,107,14.99,0,1,0,0,0,0,0,0,1
2.99,2005,2.99,108,27.99,0,0,1,0,0,1,0,0,0
2.99,2007,2.99,156,23.99,0,0,0,0,0,1,1,1,1
6.99,2009,2.99,90,13.99,0,0,1,0,1,1,1,1,0
6.99,2010,2.99,107,26.99,1,0,0,0,1,1,1,0,1
0.99,2007,0.99,56,24.99,0,0,0,0,0,1,0,1,1
0.99,2004,0.99,61,12.99,0,1,0,0,0,1,1,1,1
6.99,2005,4.99,64,27.99,0,0,0,1,1,1,0,1,0
7.99,2007,4.99,154,16.99,0,0,0,1,1,0,1,1,0
6.99,2005,2.99,135,18.99,0,1,0,0,1,1,0,1,1
4.99,2008,4.99,172,20.99,0,0,0,1,0,0,1,0,1
1.99,2006,0.99,48,20.99,0,1,0,0,1,0,1,0,0
2.99,2009,2.99,146,26.99,1,0,0,0,0,0,0,1,0
5.99,2010,4.99,108,13.99,0,0,0,0,1,1,1,1,1
6.99,2009,4.99,147,28.99,1,0,0,0,1,0,1,1,1
7.99,2009,2.99,84,29.99,0,0,0,1,1,1,1,0,1
0.99,2007,0.99,126,16.99,0,0,0,0,0,0,0,1,1
0.99,2007,0.99,60,27.99,0,1,0,0,0,0,0,1,0
9.99,2006,4.99,56,22.99,0,1,0,0,1,0,1,0,0
1.99,2005,0.99,144,9.99,0,0,1,0,1,1,1,0,1
4.99,2009,4.99,92,9.99,0,0,0,0,0,1,0,0,1
0.99,2004,0.99,161,17.99,0,1,0,0,0,1,0,0,1
8.99,2006,4.99,144,14.99,1,0,0,0,1,0,1,0,1
4.99,2005,4.99,56,9.99,0,0,1,0,0,0,1,1,1
5.99,2004,2.99,94,27.99,0,0,0,1,1,1,0,1,0
6.99,2006,4.99,109,11.99,0,0,1,0,1,0,1,1,1
4.99,2008,4.99,120,18.99,0,0,0,1,0,1,0,1,0
0.99,2007,0.99,63,29.99,0,0,0,0,0,0,1,0,0
9.99,2006,4.99,144,14.99,1,0,0,0,1,0,1,0,1
1.99,2008,0.99,180,20.99,0,0,1,0,1,1,1,0,0
6.99,2007,2.99,150,22.99,0,0,1,0,1,1,0,0,1
9.99,2005,4.99,48,27.99,0,0,0,0,1,1,1,0,0
4.99,2005,0.99,84,20.99,0,0,1,0,1,1,0,0,0
6.99,2005,4.99,74,22.99,0,0,0,1,1,0,1,0,1
2.99,2010,0.99,70,16.99,1,0,0,0,1,0,1,1,0
0.99,2004,0.99,171,9.99,0,0,0,1,0,0,1,1,0
4.99,2009,4.99,112,22.99,1,0,0,0,0,1,0,1,0
4.99,2006,4.99,65,21.99,1,0,0,0,0,1,0,1,1
7.99,2005,2.99,121,28.99,0,1,0,0,1,1,1,0,0
4.99,2004,4.99,75,26.99,0,0,0,0,0,0,1,1,1
5.99,2005,4.99,80,28.99,0,1,0,0,1,0,1,1,0
4.99,2005,2.99,71,21.99,0,0,1,0,1,1,0,0,0
2.99,2009,2.99,71,29.99,0,0,0,1,0,0,1,1,0
4.99,2009,4.99,104,20.99,1,0,0,0,0,1,0,1,0
8.99,2005,4.99,184,24.99,1,0,0,0,1,1,1,1,0
2.99,2004,2.99,167,20.99,0,0,0,1,0,1,0,0,0
5.99,2004,2.99,134,26.99,0,0,0,1,1,1,1,1,1
6.99,2005,4.99,74,11.99,0,1,0,0,1,1,0,0,1
4.99,2004,0.99,72,14.99,0,1,0,0,1,1,1,1,1
6.99,2007,4.99,99,22.99,0,1,0,0,1,0,0,1,0
5.99,2009,4.99,123,18.99,0,0,0,0,1,1,1,0,1
4.99,2004,4.99,59,17.99,0,0,0,1,0,0,0,1,1
2.99,2008,0.99,132,28.99,0,0,1,0,1,1,0,1,0
0.99,2009,0.99,62,21.99,1,0,0,0,0,0,1,0,1
0.99,2005,0.99,128,12.99,0,1,0,0,0,1,1,0,1
6.99,2004,0.99,89,17.99,0,0,0,0,1,0,0,1,0
2.99,2010,2.99,65,24.99,1,0,0,0,0,1,1,0,0
3.99,2004,0.99,133,25.99,0,1,0,0,1,1,1,0,1
0.99,2006,0.99,165,18.99,0,0,0,0,0,0,1,0,1
4.99,2009,4.99,60,19.99,1,0,0,0,0,0,0,0,1
7.99,2008,2.99,179,20.99,1,0,0,0,1,1,1,1,0
4.99,2006,2.99,63,27.99,0,0,0,1,1,1,0,1,0
4.99,2007,4.99,62,18.99,0,0,0,0,0,1,1,0,1
3.99,2005,2.99,127,9.99,0,0,1,0,1,1,0,0,1
5.99,2006,4.99,109,10.99,1,0,0,0,1,0,0,0,1
7.99,2010,4.99,60,16.99,0,1,0,0,1,0,1,1,0
5.99,2010,4.99,90,11.99,0,1,0,0,1,0,1,0,1
2.99,2009,2.99,185,26.99,0,1,0,0,0,0,1,1,0
4.99,2004,4.99,59,17.99,0,0,0,1,0,0,0,1,1
0.99,2006,0.99,68,23.99,0,1,0,0,0,0,0,1,0
3.99,2007,2.99,147,18.99,0,0,0,0,1,1,1,0,1
5.99,2004,0.99,118,19.99,0,0,1,0,1,0,1,1,0
0.99,2004,0.99,58,27.99,0,0,1,0,0,0,0,1,0
0.99,2004,0.99,62,29.99,1,0,0,0,0,0,1,0,1
2.99,2007,2.99,106,10.99,0,1,0,0,0,1,1,0,0
2.99,2005,0.99,163,27.99,0,0,0,1,1,1,0,1,0
2.99,2005,2.99,160,10.99,0,1,0,0,0,0,0,0,1
0.99,2004,0.99,129,15.99,0,1,0,0,0,1,0,1,1
2.99,2009,0.99,157,27.99,0,0,1,0,1,0,0,0,1
2.99,2010,2.99,85,14.99,0,0,0,1,0,0,1,1,1
7.99,2007,4.99,57,27.99,0,1,0,0,1,1,1,1,0
2.99,2009,2.99,113,13.99,1,0,0,0,0,1,1,1,1
10.99,2004,4.99,59,13.99,0,0,1,0,1,1,0,0,0
2.99,2004,0.99,52,28.99,0,0,0,0,1,0,1,1,0
2.99,2009,2.99,172,29.99,0,0,1,0,0,1,0,1,1
0.99,2007,0.99,176,19.99,0,0,0,1,0,0,1,1,1
6.99,2004,4.99,165,16.99,0,0,0,1,1,0,0,0,1
5.99,2006,4.99,64,14.99,0,0,1,0,1,0,1,0,1
7.99,2007,2.99,115,13.99,0,0,0,1,1,1,1,0,0
2.99,2007,2.99,185,25.99,0,0,1,0,0,1,0,1,1
4.99,2008,4.99,149,22.99,0,0,1,0,0,0,1,1,0
6.99,2006,0.99,48,20.99,0,1,0,0,1,0,1,0,0
2.99,2009,2.99,65,27.99,0,0,0,0,0,0,0,1,0
0.99,2009,0.99,139,22.99,0,0,1,0,0,0,0,1,1
4.99,2007,4.99,154,16.99,0,0,0,1,0,0,1,1,0
2.99,2006,0.99,97,23.99,1,0,0,0,1,1,1,0,1
4.99,2010,4.99,118,24.99,0,0,1,0,0,1,0,1,0
5.99,2005,4.99,61,18.99,0,0,1,0,1,1,0,1,0
5.99,2010,0.99,115,20.99,0,0,0,1,1,0,1,1,0
0.99,2008,0.99,140,29.99,0,0,0,1,0,0,1,0,0
4.99,2007,4.99,59,24.99,0,0,1,0,0,1,1,0,0
7.99,2007,4.99,113,21.99,0,0,1,0,1,1,0,1,0
6.99,2008,4.99,114,21.99,0,1,0,0,1,1,0,0,1
8.99,2009,4.99,159,29.99,0,0,0,0,1,1,0,0,0
3.99,2010,2.99,78,12.99,0,0,0,1,1,0,1,0,1
2.99,2009,2.99,101,9.99,0,1,0,0,0,0,0,1,0
2.99,2010,2.99,46,10.99,1,0,0,0,0,1,0,1,1
0.99,2005,0.99,128,12.99,0,1,0,0,0,1,1,0,1
4.99,2005,4.99,148,11.99,0,0,1,0,0,1,1,1,1
6.99,2006,4.99,133,27.99,0,1,0,0,1,0,1,0,1
5.99,2008,4.99,80,26.99,0,0,0,0,1,0,1,1,0
4.99,2006,4.99,80,25.99,0,1,0,0,0,1,1,1,1
3.99,2007,2.99,139,22.99,1,0,0,0,1,1,1,1,0
6.99,2005,4.99,135,28.99,0,0,1,0,1,0,1,1,0
2.99,2005,0.99,92,21.99,1,0,0,0,1,0,0,1,1
2.99,2006,2.99,60,26.99,0,0,1,0,0,0,0,1,1
0.99,2010,0.99,157,10.99,0,1,0,0,0,0,1,1,1
1.99,2005,0.99,84,10.99,0,0,0,1,1,0,0,1,0
4.99,2007,4.99,73,17.99,0,1,0,0,0,0,1,1,0
2.99,2004,2.99,75,29.99,0,0,0,0,0,1,0,0,0
4.99,2007,4.99,122,16.99,0,0,0,0,0,0,0,0,1
2.99,2004,0.99,161,17.99,0,1,0,0,1,1,0,0,1
4.99,2010,2.99,112,10.99,0,0,0,0,1,0,1,0,0
2.99,2005,2.99,58,22.99,0,1,0,0,0,0,1,1,1
5.99,2008,4.99,163,22.99,0,1,0,0,1,0,1,1,1
4.99,2005,4.99,141,22.99,1,0,0,0,0,1,1,1,1
2.99,2009,2.99,156,14.99,0,0,0,0,0,1,0,1,0
2.99,2009,2.99,82,17.99,0,0,1,0,0,0,1,1,1
4.99,2004,4.99,185,15.99,0,0,0,1,0,1,0,1,1
2.99,2005,2.99,142,13.99,0,1,0,0,0,1,1,1,0
2.99,2008,2.99,119,12.99,0,0,1,0,0,0,1,0,0
0.99,2007,0.99,126,16.99,0,0,0,0,0,0,0,1,1
0.99,2006,0.99,173,9.99,0,1,0,0,0,0,1,1,1
0.99,2010,0.99,125,21.99,1,0,0,0,0,0,1,0,0
4.99,2004,4.99,80,20.99,0,1,0,0,0,0,1,0,1
4.99,2007,4.99,166,12.99,0,0,1,0,0,1,1,0,0
4.99,2008,4.99,63,20.99,0,0,1,0,0,0,0,1,1
2.99,2005,2.99,153,21.99,0,0,1,0,0,1,0,1,1
1.99,2004,0.99,86,19.99,0,0,0,0,1,1,1,0,0
6.99,2009,2.99,147,24.99,0,0,1,0,1,1,1,1,0
4.99,2005,4.99,148,11.99,0,0,1,0,0,1,1,1,1
3.99,2008,0.99,140,29.99,0,0,0,1,1,0,1,0,0
5.99,2004,4.99,150,28.99,0,0,0,0,1,0,1,0,1
6.99,2010,4.99,179,16.99,0,0,0,0,1,1,0,0,0
2.99,2005,0.99,132,21.99,0,1,0,0,1,1,0,1,1
2.99,2009,2.99,116,21.99,0,1,0,0,0,0,1,0,1
2.99,2009,2.99,168,11.99,1,0,0,0,0,1,1,0,1
0.99,2004,0.99,110,14.99,0,0,0,0,0,0,1,1,1
7.99,2010,4.99,138,9.99,0,1,0,0,1,0,0,1,0
4.99,2004,4.99,86,11.99,0,0,0,1,0,1,1,0,1
4.99,2006,4.99,135,19.99,0,0,1,0,0,0,0,1,0
4.99,2007,4.99,111,19.99,0,1,0,0,0,0,0,0,1
0.99,2004,0.99,166,14.99,0,0,0,1,0,1,1,0,1
7.99,2010,2.99,116,13.99,0,1,0,0,1,1,1,0,1
2.99,2008,2.99,152,9.99,0,0,1,0,0,1,1,1,1
4.99,2004,2.99,82,29.99,0,0,1,0,1,0,1,1,0
4.99,2008,4.99,152,12.99,0,1,0,0,0,0,1,0,0
2.99,2004,2.99,93,24.99,1,0,0,0,0,1,0,1,1
2.99,2007,2.99,169,17.99,0,1,0,0,0,0,1,0,0
0.99,2005,0.99,179,10.99,0,0,1,0,0,1,1,0,1
1.99,2009,0.99,142,17.99,0,1,0,0,1,1,1,0,1
2.99,2009,2.99,82,17.99,0,0,1,0,0,0,1,1,1
5.99,2004,0.99,62,16.99,0,0,0,0,1,0,1,1,0
3.99,2008,0.99,99,10.99,0,0,0,0,1,1,0,0,0
6.99,2008,4.99,58,12.99,0,0,0,1,1,1,0,1,0
2.99,2004,2.99,139,26.99,0,0,0,1,0,1,0,1,1
2.99,2007,2.99,159,11.99,0,0,1,0,0,1,1,1,0
6.99,2004,0.99,161,17.99,0,1,0,0,1,1,0,0,1
3.99,2009,2.99,98,27.99,0,0,1,0,1,1,1,0,1
3.99,2008,0.99,93,29.99,0,0,0,0,1,1,0,1,1
8.99,2005,2.99,85,21.99,0,0,0,1,1,1,0,0,0
0.99,2007,0.99,74,20.99,0,1,0,0,0,1,1,0,1
2.99,2004,2.99,46,24.99,0,0,1,0,0,0,0,1,1
4.99,2004,4.99,52,19.99,1,0,0,0,0,0,1,1,0
3.99,2005,0.99,73,26.99,0,0,0,1,1,0,0,1,0
2.99,2007,2.99,76,24.99,1,0,0,0,0,0,1,0,0
4.99,2007,4.99,129,13.99,0,0,1,0,0,1,0,0,1
0.99,2006,0.99,94,19.99,0,0,0,0,0,1,0,0,0
4.99,2007,4.99,64,12.99,0,0,0,0,0,1,1,1,0
4.99,2006,4.99,109,10.99,1,0,0,0,0,0,0,0,1
5.99,2007,2.99,75,23.99,0,0,1,0,1,0,1,1,1
4.99,2004,4.99,85,24.99,0,1,0,0,0,1,0,0,1
4.99,2006,4.99,179,29.99,0,0,1,0,0,1,0,1,0
7.99,2008,4.99,183,27.99,1,0,0,0,1,0,1,1,0
0.99,2007,0.99,126,16.99,0,0,0,0,0,0,0,1,1
2.99,2010,2.99,180,23.99,1,0,0,0,0,1,0,0,1
4.99,2007,2.99,89,12.99,0,0,0,0,1,1,0,1,0
6.99,2004,0.99,139,25.99,0,0,0,1,1,0,1,1,0
0.99,2009,0.99,164,22.99,0,0,0,1,0,0,1,0,0
5.99,2005,2.99,166,11.99,0,1,0,0,1,1,1,1,0
2.99,2007,2.99,130,9.99,1,0,0,0,0,1,1,1,0
4.99,2006,4.99,133,27.99,0,1,0,0,0,0,1,0,1
4.99,2007,4.99,154,16.99,0,0,0,1,0,0,1,1,0
3.99,2009,0.99,52,17.99,1,0,0,0,1,0,1,0,1
4.99,2004,4.99,163,11.99,0,0,1,0,0,1,0,1,1
5.99,2010,2.99,46,10.99,1,0,0,0,1,1,0,1,1
2.99,2010,2.99,85,14.99,0,0,0,1,0,0,1,1,1
4.99,2008,4.99,152,12.99,0,1,0,0,0,0,1,0,0
4.99,2009,4.99,98,15.99,0,0,1,0,0,1,1,0,1
2.99,2004,2.99,93,22.99,0,1,0,0,0,0,1,0,1
4.99,2009,4.99,147,25.99,0,1,0,0,0,1,1,0,1
4.99,2009,4.99,147,25.99,0,1,0,0,0,1,1,0,1
4.99,2008,4.99,182,18.99,0,0,0,1,0,1,1,1,1
2.99,2006,0.99,59,18.99,0,1,0,0,1,0,1,0,1
0.99,2004,0.99,181,22.99,0,0,0,1,0,0,0,1,0
0.99,2010,0.99,179,12.99,1,0,0,0,0,0,1,1,0
4.99,2004,4.99,137,23.99,1,0,0,0,0,0,1,0,1
3.99,2009,0.99,52,17.99,1,0,0,0,1,0,1,0,1
3.99,2007,0.99,52,15.99,0,0,0,0,1,1,0,0,0
4.99,2006,4.99,103,21.99,0,1,0,0,0,0,0,1,1
4.99,2006,4.99,112,12.99,1,0,0,0,0,0,1,1,0
5.99,2005,2.99,175,22.99,0,1,0,0,1,0,0,0,1
0.99,2007,0.99,155,24.99,0,0,0,1,0,1,0,0,0
0.99,2009,0.99,171,13.99,0,0,0,0,0,0,0,0,1
0.99,2007,0.99,113,20.99,0,1,0,0,0,0,1,1,1
2.99,2008,2.99,148,21.99,0,0,0,0,0,1,0,0,0
2.99,2004,2.99,126,19.99,0,0,1,0,0,1,1,0,1
0.99,2005,0.99,144,9.99,0,0,1,0,0,1,1,0,1
0.99,2008,0.99,153,20.99,0,0,0,1,0,1,0,1,0
2.99,2009,0.99,149,12.99,0,0,0,1,1,0,1,0,0
4.99,2009,2.99,180,21.99,0,0,1,0,1,0,0,1,1
4.99,2004,4.99,185,11.99,0,0,1,0,0,0,1,1,0
2.99,2007,2.99,180,10.99,0,0,0,0,0,0,1,1,0
5.99,2005,2.99,121,28.99,0,1,0,0,1,1,1,0,0
5.99,2004,4.99,148,12.99,0,0,0,0,1,1,0,1,1
0.99,2007,0.99,103,24.99,0,0,0,0,0,1,0,0,0
8.99,2005,4.99,135,28.99,0,0,1,0,1,0,1,1,0
10.99,2004,4.99,141,9.99,0,0,0,1,1,1,0,0,0
3.99,2009,2.99,65,27.99,0,0,0,0,1,0,0,1,0
0.99,2004,0.99,122,14.99,1,0,0,0,0,1,1,0,0
2.99,2007,2.99,89,12.99,0,0,0,0,0,1,0,1,0
2.99,2008,2.99,81,12.99,0,0,0,0,0,0,1,0,1
3.99,2010,0.99,101,16.99,1,0,0,0,1,0,0,1,1
2.99,2010,2.99,152,24.99,0,0,0,1,0,0,1,1,1
2.99,2010,2.99,166,10.99,0,0,1,0,0,0,0,0,1
4.99,2006,4.99,153,29.99,0,0,1,0,0,1,1,0,1
4.99,2007,2.99,101,28.99,0,0,0,1,1,1,1,0,0
4.99,2008,4.99,150,25.99,0,0,0,1,0,1,0,0,0
4.99,2006,4.99,109,10.99,1,0,0,0,0,0,0,0,1
2.99,2010,2.99,85,10.99,0,0,0,0,0,0,0,1,1
6.99,2005,2.99,71,21.99,0,0,1,0,1,1,0,0,0
2.99,2008,2.99,136,17.99,0,0,0,1,0,0,0,1,0
5.99,2008,2.99,114,21.99,0,0,1,0,1,1,1,0,0
2.99,2009,2.99,80,26.99,0,0,0,0,0,1,0,0,0
4.99,2007,4.99,122,16.99,0,0,0,0,0,0,0,0,1
6.99,2010,2.99,152,24.99,0,0,0,1,1,0,1,1,1
9.99,2008,4.99,132,9.99,0,0,0,0,1,1,1,0,0
0.99,2010,0.99,47,12.99,0,0,1,0,0,0,0,1,0
2.99,2006,2.99,50,17.99,0,1,0,0,0,1,1,0,0
3.99,2007,2.99,184,11.99,1,0,0,0,1,0,0,1,1
8.99,2008,2.99,179,20.99,1,0,0,0,1,1,1,1,0
4.99,2006,4.99,65,21.99,1,0,0,0,0,1,0,1,1
2.99,2005,0.99,69,13.99,0,0,0,0,1,0,0,0,1
9.99,2004,4.99,49,22.99,1,0,0,0,1,1,1,1,1
4.99,2007,2.99,176,18.99,0,1,0,0,1,1,1,0,0
4.99,2010,4.99,119,17.99,0,0,1,0,0,0,0,1,0
2.99,2004,2.99,178,23.99,0,0,0,1,0,1,0,0,0
5.99,2006,4.99,133,19.99,1,0,0,0,1,1,0,1,0
3.99,2005,2.99,85,21.99,0,0,0,1,1,1,0,0,0
2.99,2006,0.99,86,15.99,0,0,0,0,1,0,1,0,1
3.99,2007,2.99,185,25.99,0,0,1,0,1,1,0,1,1
4.99,2006,0.99,102,28.99,0,0,0,0,1,1,1,1,1
0.99,2004,0.99,92,20.99,1,0,0,0,0,1,0,0,0
8.99,2004,4.99,52,19.99,1,0,0,0,1,0,1,1,0
0.99,2007,0.99,58,15.99,0,1,0,0,0,0,0,1,0
4.99,2007,4.99,132,10.99,0,0,1,0,0,1,0,0,0
4.99,2007,2.99,184,11.99,1,0,0,0,1,0,0,1,1
8.99,2005,2.99,53,27.99,0,0,0,1,1,0,1,0,1
0.99,2009,0.99,143,27.99,0,0,1,0,0,0,1,1,1
7.99,2005,2.99,58,22.99,0,1,0,0,1,0,1,1,1
4.99,2005,4.99,141,22.99,1,0,0,0,0,1,1,1,1
2.99,2010,2.99,68,13.99,0,0,1,0,0,1,0,0,1
0.99,2004,0.99,117,29.99,0,1,0,0,0,1,1,0,0
2.99,2009,2.99,65,27.99,0,0,0,0,0,0,0,1,0
2.99,2010,2.99,162,19.99,0,0,1,0,0,1,1,0,0
6.99,2004,4.99,163,11.99,0,0,1,0,1,1,0,1,1
0.99,2006,0.99,78,28.99,0,0,1,0,0,0,0,1,1
0.99,2005,0.99,184,9.99,0,0,1,0,0,0,1,1,0
4.99,2010,4.99,71,13.99,0,1,0,0,0,0,1,0,1
4.99,2004,0.99,89,17.99,0,0,0,0,1,0,0,1,0
4.99,2009,4.99,92,9.99,0,0,0,0,0,1,0,0,1
4.99,2004,4.99,78,10.99,0,0,1,0,0,1,0,1,1
4.99,2007,4.99,122,16.99,0,0,0,0,0,0,0,0,1
3.99,2009,2.99,98,27.99,0,0,1,0,1,1,1,0,1
2.99,2010,2.99,184,27.99,0,0,1,0,0,1,0,0,1
4.99,2009,4.99,176,19.99,0,1,0,0,0,0,1,1,0
6.99,2004,0.99,82,14.99,0,0,0,1,1,1,0,1,0
4.99,2009,4.99,62,28.99,0,0,1,0,0,1,1,0,0
0.99,2005,0.99,175,23.99,1,0,0,0,0,0,1,1,1
2.99,2005,2.99,175,22.99,0,1,0,0,0,0,0,0,1
4.99,2009,4.99,161,26.99,0,0,0,0,0,0,1,1,0
4.99,2004,4.99,163,11.99,0,0,1,0,0,1,0,1,1
3.99,2004,0.99,117,29.99,0,1,0,0,1,1,1,0,0
4.99,2009,4.99,62,28.99,0,0,1,0,0,1,1,0,0
3.99,2006,2.99,104,15.99,0,0,0,1,1,0,0,0,1
4.99,2008,2.99,81,12.99,0,0,0,0,1,0,1,0,1
4.99,2004,4.99,93,9.99,1,0,0,0,0,0,1,1,1
2.99,2009,2.99,116,21.99,0,1,0,0,0,0,1,0,1
7.99,2009,4.99,163,16.99,0,0,1,0,1,1,0,0,0
0.99,2006,0.99,173,9.99,0,1,0,0,0,0,1,1,1
0.99,2007,0.99,129,18.99,1,0,0,0,0,1,1,0,0
6.99,2005,4.99,162,18.99,0,1,0,0,1,1,1,0,1
4.99,2004,4.99,185,11.99,0,0,1,0,0,0,1,1,0
4.99,2010,0.99,126,14.99,0,0,0,1,1,1,1,0,0
2.99,2007,2.99,160,20.99,0,0,0,1,0,0,1,0,0
9.99,2010,4.99,118,24.99,0,0,1,0,1,1,0,1,0
2.99,2006,2.99,172,24.99,0,1,0,0,0,1,0,0,0
0.99,2004,0.99,142,29.99,0,0,0,0,0,1,0,1,1
7.99,2006,4.99,158,20.99,0,0,0,1,1,0,1,0,1
2.99,2005,2.99,135,18.99,0,1,0,0,0,1,0,1,1
4.99,2004,4.99,86,11.99,0,0,0,1,0,1,1,0,1
0.99,2010,0.99,163,29.99,0,0,0,1,0,1,0,1,0
1.99,2009,0.99,157,27.99,0,0,1,0,1,0,0,0,1
2.99,2007,2.99,89,25.99,1,0,0,0,0,1,0,0,1
4.99,2009,4.99,53,27.99,0,1,0,0,0,0,1,1,1
4.99,2010,4.99,183,13.99,1,0,0,0,0,0,0,1,1
2.99,2006,2.99,107,11.99,0,1,0,0,0,1,0,1,0
4.99,2006,2.99,100,11.99,0,0,0,0,1,1,1,0,0
0.99,2005,0.99,52,11.99,1,0,0,0,0,0,1,0,1
0.99,2005,0.99,52,11.99,1,0,0,0,0,0,1,0,1
5.99,2009,4.99,149,25.99,0,1,0,0,1,1,1,1,0
2.99,2007,2.99,130,9.99,1,0,0,0,0,1,1,1,0
0.99,2007,0.99,48,9.99,0,0,1,0,0,1,0,1,0
4.99,2006,4.99,133,27.99,0,1,0,0,0,0,1,0,1
5.99,2010,4.99,79,23.99,0,0,0,1,1,0,1,1,1
2.99,2010,2.99,84,20.99,0,0,0,1,0,0,1,1,0
5.99,2010,4.99,124,29.99,0,0,1,0,1,1,0,0,1
0.99,2007,0.99,88,20.99,0,0,0,1,0,0,0,1,0
2.99,2010,2.99,180,23.99,1,0,0,0,0,1,0,0,1
5.99,2004,2.99,70,10.99,0,0,0,1,1,0,1,1,0
5.99,2005,2.99,64,9.99,0,0,1,0,1,1,0,1,1
2.99,2004,2.99,112,27.99,0,0,0,1,0,0,0,0,1
7.99,2010,4.99,124,29.99,0,0,1,0,1,1,0,0,1
4.99,2009,4.99,147,25.99,0,1,0,0,0,1,1,0,1
6.99,2007,2.99,75,23.99,0,0,1,0,1,0,1,1,1
4.99,2005,4.99,74,22.99,0,0,0,1,0,0,1,0,1
2.99,2006,2.99,104,15.99,0,0,0,1,0,0,0,0,1
1.99,2010,0.99,65,12.99,0,0,1,0,1,1,1,0,0
4.99,2010,4.99,112,14.99,0,0,0,0,0,0,1,0,1
4.99,2007,4.99,119,22.99,0,0,0,1,0,1,0,1,0
5.99,2005,2.99,112,28.99,1,0,0,0,1,0,1,1,1
2.99,2007,2.99,156,23.99,0,0,0,0,0,1,1,1,1
3.99,2010,2.99,107,26.99,1,0,0,0,1,1,1,0,1
4.99,2006,4.99,133,27.99,0,1,0,0,0,0,1,0,1
4.99,2009,4.99,112,22.99,1,0,0,0,0,1,0,1,0
0.99,2006,0.99,173,9.99,0,1,0,0,0,0,1,1,1
2.99,2009,2.99,116,21.99,0,1,0,0,0,0,1,0,1
6.99,2010,2.99,90,25.99,1,0,0,0,1,1,0,1,1
4.99,2006,4.99,135,15.99,1,0,0,0,0,1,1,0,0
0.99,2006,0.99,123,12.99,0,0,1,0,0,1,0,0,1
5.99,2009,4.99,145,27.99,0,0,1,0,1,0,1,0,1
